Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
-0.2970708676399273,0.018148686496019955,-0.17899516836492982,-0.21462107423646676,0.0,-4.626412487657584e-16,-0.852030653970561,0.5077189257976975,-1.1592684122123629,-0.7929932352166229,0.8097927638294501,0.8076367548237046,0.06681647042157833,-1.4823008578687118,-1.7990361820959244,-1.4845168829448712,1.6791684951872756,0.0,-0.19617528703248893,-0.12100663995977631,-0.5394449595952424,-0.27586429876068114,0
-0.2970708676399273,-1.0146706002977286,0.18209478918827138,-0.2766961235359373,0.0,-4.626412487657584e-16,-0.9159997373266651,0.5077189257976975,0.9527322499740825,-2.053258838075826,-0.9619201521218992,0.5821310558167688,-1.4658679201164615,-1.3377464338848721,-1.3008923253628768,-1.3626559138024794,3.978721154318474e-16,0.0,-0.1402893619661544,0.30677738707344,-0.5394449595952424,-0.27586429876068114,0
-0.2970708676399273,-0.06791958740345909,0.28057386852096217,-0.2766961235359373,0.0,-4.626412487657584e-16,-1.2978186465048367,0.6707826566432381,-1.1592684122123629,-2.053258838075826,0.6990607065824908,1.0331424538306404,-1.806464451347137,-1.096822393911806,-1.8162135564660336,-1.2059775249050875,3.978721154318474e-16,-1.191922911705069,0.5675990222074149,0.11855241517882457,-0.5394449595952424,-0.27586429876068114,0
-0.2970708676399273,-0.7048248142596042,0.6580770059629448,-0.2766961235359373,0.0,-4.626412487657584e-16,-0.5550390283838148,-1.1229183826577092,-0.06789215415367944,0.29822909731360814,-0.18679575139318388,-0.8836559877283138,-1.4091018315780157,-1.7714097058363911,-0.09847611945551125,-0.49222041992816834,3.978721154318474e-16,0.0,0.027368413232849206,0.6832273308626702,-0.5394449595952424,-0.17282897657930613,0
-0.2970708676399273,0.723908532471748,1.363843741180564,-0.17323770803681976,0.0,-4.626412487657584e-16,-0.852030653970561,0.2631233295293865,0.18741012668013676,-0.3768000748012689,-0.6297239803810212,0.35662535680983304,0.6912434443444835,-0.9522679699279665,-1.266537576622678,-1.6760126915972235,1.2312043174872809,1.7764249476637919,-0.028517511833485328,1.230790885465187,-0.5394449595952424,-0.2552572343244061,0
-0.2970708676399273,0.22471254385476955,0.9371010640722363,-0.25600444043611376,0.0,-4.626412487657584e-16,-0.9159997373266651,1.4861013108709415,-1.1592684122123629,-2.043565375133994,0.6990607065824908,0.8076367548237046,-0.8414409461935565,-1.4341160498740986,-1.541375566544346,-1.7804649508621448,3.978721154318474e-16,0.0,0.49308445545230256,1.0938999968145575,-0.5394449595952424,-0.27586429876068114,0
-0.2970708676399273,0.17307157951508229,0.1656816092994893,-0.2766961235359373,0.0,-4.626412487657584e-16,-0.852030653970561,0.9969101183343195,1.5838515230033428,-2.043565375133994,0.8097927638294501,0.8076367548237046,-1.182037477424232,-1.6268552818525515,-1.472666069063929,-1.2930210742925188,-1.4565807487126876,0.0,0.027368413232849206,0.3581114703174261,-0.5394449595952424,-0.27586429876068114,0
-0.2970708676399273,-0.9630296359580411,0.44470566740878065,-0.2766961235359373,0.0,-4.626412487657584e-16,-0.852030653970561,-0.22606786300723553,-2.071352590605805,-2.043565375133994,-0.7404560376279805,0.018366808299429348,-1.238803565962678,-1.6268552818525515,-0.8199258429999384,-0.9622555866202844,3.978721154318474e-16,0.0,-0.3079471371651573,0.5121137200493837,-0.5394449595952424,-0.27586429876068114,0
-0.2970708676399273,-0.6187565403601252,1.2981910216254369,-0.2766961235359373,0.0,-4.626412487657584e-16,0.5463095813640291,3.4428660810174296,-0.06789215415367944,-0.3768000748012689,-0.6297239803810212,1.2586481528375761,-1.5794000971933535,-2.1087033617986837,-1.5929076896546734,-2.0938217286568888,3.978721154318474e-16,0.0,0.06462569661040535,1.3163476908718301,-0.5394449595952424,-0.13161484770675613,1
-0.2970708676399273,-0.033492277843667595,1.002753783627364,-0.13185434183717276,0.0,-4.626412487657584e-16,-0.852030653970561,-0.7967909209666278,-1.587944298913068,0.24776872557041538,0.25613247759465346,-0.658150288721378,-0.6711426805782187,-1.2413768178956457,-1.9192778026866688,-1.7282388212296742,3.978721154318474e-16,0.0,0.3999412470084119,0.9741204692452572,1.8746786548424814,-0.27586429876068114,0
-0.2970708676399273,0.018148686496019955,1.051993323293709,-0.2766961235359373,0.0,-4.626412487657584e-16,1.2401470200761353,-0.6337271901210871,-2.071352590605805,0.13475717666902873,0.47759659208857214,-1.2219145362387174,-1.238803565962678,-1.4823008578687118,-1.0947638329216258,-1.2059775249050875,3.978721154318474e-16,0.0,0.45582717207474577,1.0767886357332292,-0.5394449595952424,-0.049186589961656084,1
-0.2970708676399273,0.4484900559934152,-0.3759533270303119,-0.04908760943787871,0.0,-4.626412487657584e-16,0.1569477339961562,-0.5521953246983169,0.5128229924460058,-0.22779600578205336,0.25613247759465346,-0.4326445897144422,1.0886060641136048,1.8424508937596,-1.318069699732986,-1.9893694693919675,1.6791684951872756,1.7764249476637919,-0.38246170392026996,-0.9423519718635517,1.8746786548424814,1.3314867272687692,1
-0.2970708676399273,0.4484900559934152,-0.884761903582549,1.337255158250296,0.0,-4.626412487657584e-16,-0.852030653970561,1.893760637984793,0.9527322499740825,1.1945080472492784,1.695649221805125,1.2586481528375761,0.3506469131138079,1.9388205097488265,-4.10080434769004,-3.939144975670432,1.6791684951872756,1.7764249476637919,-0.10303207858859827,-1.1476883048394955,1.8746786548424814,0.09506286109226894,1
-0.2970708676399273,-0.11956055174314664,-0.49084558625178476,0.09575417226088581,0.0,-4.626412487657584e-16,-1.1409876713184546,0.5077189257976975,-1.1592684122123629,1.7224132276092052,1.2527209928172875,0.35662535680983304,-0.2737800608090972,-0.4704198899818343,-2.915565516152764,-2.4071785064516527,3.978721154318474e-16,1.2817003044356485,-0.401090345609048,-0.4632338615863493,1.8746786548424814,-0.27586429876068114,0
-0.2970708676399273,-0.6015428855802291,0.6088374662965992,-4.594476599134257e-17,0.0,-4.626412487657584e-16,-0.9159997373266651,0.9969101183343195,9.921184804278193e-16,-0.7929932352166229,1.9669964723149629e-16,0.5821310558167688,-1.125271388885786,-1.1931920099010325,-0.8199258429999384,-0.9274381668653239,-1.9045449264126824,0.0,-0.121660720277376,0.6318932476186842,0.0,-0.27586429876068114,0
